YEAR,REGION,AREA,TYPE_EXPENSE,VALUE,UNIT,SOURCE
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,31533,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,27325,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",8498,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,177,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",94,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",7575,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,787,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,1152,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,544,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,การเดินทางและการสื่อสาร,7092,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,การศึกษา,881,บาท,สำนักงานสถิติแห่งชาติ
